8to1.mzXML:16492,1to1.mzXML:15512
1to1.mzXML:15512,16to1.mzXML:18550
1to1.mzXML:15512,2to1.mzXML:16710
1to1.mzXML:15512,8to1.mzXML:16492
1to1.mzXML:8367,8to1.mzXML:8710
8to1.mzXML:8710,1to1.mzXML:8367
4to1.mzXML:12508,2to1.mzXML:13014
2to1.mzXML:13014,4to1.mzXML:12508
16to1.mzXML:4894,4to1.mzXML:4977
16to1.mzXML:4894,8to1.mzXML:5053
4to1.mzXML:4977,16to1.mzXML:4894
8to1.mzXML:5053,16to1.mzXML:4894
4to1.mzXML:15885,4to1.mzXML:14862
16to1.mzXML:16319,1to1.mzXML:13774
8to1.mzXML:15061,4to1.mzXML:14862
16to1.mzXML:17646,1to1.mzXML:13774
1to1.mzXML:13774,16to1.mzXML:17646
1to1.mzXML:13774,8to1.mzXML:13934
1to1.mzXML:13774,4to1.mzXML:14862
1to1.mzXML:13774,16to1.mzXML:16319
8to1.mzXML:13934,1to1.mzXML:13774
4to1.mzXML:14862,1to1.mzXML:13774
4to1.mzXML:14862,4to1.mzXML:15885
4to1.mzXML:14862,8to1.mzXML:16094
4to1.mzXML:14862,8to1.mzXML:15061
8to1.mzXML:16094,4to1.mzXML:14862
1to1.mzXML:11285,4to1.mzXML:11943
4to1.mzXML:11943,1to1.mzXML:11285
4to1.mzXML:12120,16to1.mzXML:14082
4to1.mzXML:12120,1to1.mzXML:11636
16to1.mzXML:14082,4to1.mzXML:12120
1to1.mzXML:11636,4to1.mzXML:12120
16to1.mzXML:26249,8to1.mzXML:24799
8to1.mzXML:24799,16to1.mzXML:26249
2to1.mzXML:5183,1to1.mzXML:5010
1to1.mzXML:5010,2to1.mzXML:5183
2to1.mzXML:4315,8to1.mzXML:3606
2to1.mzXML:4315,8to1.mzXML:3697
2to1.mzXML:4315,4to1.mzXML:2691
8to1.mzXML:3606,2to1.mzXML:4315
8to1.mzXML:3697,2to1.mzXML:4315
8to1.mzXML:3697,16to1.mzXML:2570
16to1.mzXML:2570,8to1.mzXML:3697
4to1.mzXML:2691,2to1.mzXML:4315
2to1.mzXML:7830,1to1.mzXML:7441
1to1.mzXML:7441,2to1.mzXML:7830
1to1.mzXML:7441,4to1.mzXML:7634
1to1.mzXML:7441,8to1.mzXML:7706
1to1.mzXML:7441,16to1.mzXML:7486
8to1.mzXML:7706,1to1.mzXML:7441
4to1.mzXML:7634,1to1.mzXML:7441
16to1.mzXML:7486,1to1.mzXML:7441
2to1.mzXML:17396,1to1.mzXML:16135
1to1.mzXML:16135,2to1.mzXML:17396
1to1.mzXML:16135,16to1.mzXML:19277
16to1.mzXML:19277,1to1.mzXML:16135
2to1.mzXML:9177,1to1.mzXML:8660
8to1.mzXML:9010,1to1.mzXML:8660
4to1.mzXML:8999,1to1.mzXML:8660
1to1.mzXML:8660,2to1.mzXML:9177
1to1.mzXML:8660,8to1.mzXML:9010
1to1.mzXML:8660,4to1.mzXML:8999
4to1.mzXML:10888,16to1.mzXML:12188
8to1.mzXML:10973,16to1.mzXML:12188
2to1.mzXML:11121,1to1.mzXML:10388
1to1.mzXML:10388,2to1.mzXML:11121
1to1.mzXML:10388,16to1.mzXML:12188
16to1.mzXML:12188,4to1.mzXML:10888
16to1.mzXML:12188,8to1.mzXML:10973
16to1.mzXML:12188,1to1.mzXML:10388
16to1.mzXML:15339,4to1.mzXML:13231
4to1.mzXML:13231,16to1.mzXML:15339
4to1.mzXML:12645,1to1.mzXML:12039
4to1.mzXML:12645,16to1.mzXML:14588
4to1.mzXML:12645,2to1.mzXML:12835
1to1.mzXML:12039,4to1.mzXML:12645
16to1.mzXML:14588,4to1.mzXML:12645
2to1.mzXML:12835,4to1.mzXML:12645
16to1.mzXML:6596,1to1.mzXML:6472
1to1.mzXML:6472,16to1.mzXML:6596
1to1.mzXML:6472,2to1.mzXML:6763
2to1.mzXML:6763,1to1.mzXML:6472
8to1.mzXML:7848,16to1.mzXML:7689
16to1.mzXML:7689,8to1.mzXML:7848
16to1.mzXML:7689,4to1.mzXML:7775
4to1.mzXML:7775,16to1.mzXML:7689
8to1.mzXML:2528,1to1.mzXML:3984
8to1.mzXML:2528,2to1.mzXML:4053
1to1.mzXML:3984,8to1.mzXML:2528
2to1.mzXML:4053,8to1.mzXML:2528
1to1.mzXML:9388,16to1.mzXML:10035
1to1.mzXML:9388,2to1.mzXML:9962
16to1.mzXML:10035,1to1.mzXML:9388
16to1.mzXML:10035,8to1.mzXML:9779
8to1.mzXML:9779,16to1.mzXML:10035
2to1.mzXML:9962,1to1.mzXML:9388
8to1.mzXML:7252,16to1.mzXML:7062
8to1.mzXML:7252,4to1.mzXML:7210
16to1.mzXML:7062,8to1.mzXML:7252
4to1.mzXML:7210,8to1.mzXML:7252
16to1.mzXML:12572,8to1.mzXML:11157
4to1.mzXML:11024,8to1.mzXML:11157
8to1.mzXML:11157,16to1.mzXML:12572
8to1.mzXML:11157,4to1.mzXML:11024
4to1.mzXML:6765,8to1.mzXML:6820
8to1.mzXML:6820,4to1.mzXML:6765
16to1.mzXML:8571,1to1.mzXML:9940
1to1.mzXML:9940,16to1.mzXML:11059
1to1.mzXML:9940,16to1.mzXML:16167
1to1.mzXML:9940,2to1.mzXML:10542
1to1.mzXML:9940,16to1.mzXML:11189
1to1.mzXML:9940,8to1.mzXML:10440
1to1.mzXML:9940,16to1.mzXML:8571
16to1.mzXML:11059,1to1.mzXML:9940
16to1.mzXML:11059,4to1.mzXML:10309
16to1.mzXML:16167,8to1.mzXML:14146
16to1.mzXML:16167,1to1.mzXML:9940
2to1.mzXML:10542,1to1.mzXML:9940
4to1.mzXML:10309,16to1.mzXML:11059
8to1.mzXML:14146,16to1.mzXML:16167
16to1.mzXML:11189,1to1.mzXML:9940
8to1.mzXML:10440,1to1.mzXML:9940
4to1.mzXML:8757,2to1.mzXML:8895
2to1.mzXML:8895,4to1.mzXML:8757
16to1.mzXML:9154,8to1.mzXML:9289
16to1.mzXML:9154,4to1.mzXML:9276
8to1.mzXML:9289,16to1.mzXML:9154
4to1.mzXML:9276,16to1.mzXML:9154
4to1.mzXML:7075,8to1.mzXML:7109
8to1.mzXML:7109,4to1.mzXML:7075
16to1.mzXML:5835,1to1.mzXML:5587
1to1.mzXML:5587,16to1.mzXML:5835
4to1.mzXML:4362,8to1.mzXML:4432
8to1.mzXML:4432,4to1.mzXML:4362
16to1.mzXML:2242,4to1.mzXML:2314
4to1.mzXML:2314,16to1.mzXML:2242
4to1.mzXML:11304,1to1.mzXML:10905
16to1.mzXML:12970,1to1.mzXML:10905
1to1.mzXML:10905,4to1.mzXML:11304
1to1.mzXML:10905,16to1.mzXML:12970
1to1.mzXML:4329,16to1.mzXML:3970
1to1.mzXML:4329,4to1.mzXML:4220
16to1.mzXML:3970,1to1.mzXML:4329
4to1.mzXML:4220,1to1.mzXML:4329
4to1.mzXML:4220,8to1.mzXML:4297
8to1.mzXML:4297,4to1.mzXML:4220
1to1.mzXML:6338,16to1.mzXML:6276
16to1.mzXML:6276,1to1.mzXML:6338
1to1.mzXML:15929,1to1.mzXML:15803
2to1.mzXML:17099,1to1.mzXML:15803
1to1.mzXML:15803,1to1.mzXML:15929
1to1.mzXML:15803,2to1.mzXML:17099
1to1.mzXML:15803,8to1.mzXML:16634
8to1.mzXML:16634,1to1.mzXML:15803
4to1.mzXML:8043,16to1.mzXML:7865
16to1.mzXML:7865,4to1.mzXML:8043
2to1.mzXML:8111,4to1.mzXML:7907
4to1.mzXML:7907,2to1.mzXML:8111
8to1.mzXML:6381,4to1.mzXML:6312
4to1.mzXML:6312,8to1.mzXML:6381
4to1.mzXML:6630,8to1.mzXML:6671
8to1.mzXML:6671,4to1.mzXML:6630
1to1.mzXML:7763,16to1.mzXML:8320
1to1.mzXML:7763,4to1.mzXML:8309
1to1.mzXML:7763,8to1.mzXML:8284
1to1.mzXML:7763,16to1.mzXML:8865
16to1.mzXML:8320,1to1.mzXML:7763
4to1.mzXML:8309,1to1.mzXML:7763
8to1.mzXML:8284,1to1.mzXML:7763
16to1.mzXML:8865,1to1.mzXML:7763
2to1.mzXML:16553,1to1.mzXML:15247
2to1.mzXML:16553,4to1.mzXML:16245
1to1.mzXML:15247,2to1.mzXML:16553
4to1.mzXML:16245,2to1.mzXML:16553
1to1.mzXML:6813,2to1.mzXML:7149
2to1.mzXML:7149,1to1.mzXML:6813
4to1.mzXML:4546,16to1.mzXML:4379
4to1.mzXML:4546,8to1.mzXML:4598
16to1.mzXML:4379,4to1.mzXML:4546
8to1.mzXML:4598,4to1.mzXML:4546
1to1.mzXML:7307,2to1.mzXML:7688
2to1.mzXML:7688,1to1.mzXML:7307
16to1.mzXML:3755,8to1.mzXML:4125
8to1.mzXML:4125,16to1.mzXML:3755
4to1.mzXML:8624,1to1.mzXML:8237
8to1.mzXML:8571,1to1.mzXML:8237
1to1.mzXML:8237,4to1.mzXML:8624
1to1.mzXML:8237,8to1.mzXML:8571
1to1.mzXML:8237,2to1.mzXML:8696
2to1.mzXML:8696,1to1.mzXML:8237
8to1.mzXML:9915,16to1.mzXML:10232
16to1.mzXML:10232,8to1.mzXML:9915
16to1.mzXML:19065,1to1.mzXML:15063
4to1.mzXML:15748,1to1.mzXML:15063
4to1.mzXML:16678,1to1.mzXML:15063
1to1.mzXML:15063,16to1.mzXML:19065
1to1.mzXML:15063,4to1.mzXML:15748
1to1.mzXML:15063,4to1.mzXML:16678
16to1.mzXML:20641,1to1.mzXML:17355
1to1.mzXML:17355,16to1.mzXML:20641
1to1.mzXML:8111,2to1.mzXML:8555
1to1.mzXML:8111,8to1.mzXML:8422
8to1.mzXML:8422,1to1.mzXML:8111
2to1.mzXML:8555,1to1.mzXML:8111
8to1.mzXML:9145,2to1.mzXML:9316
2to1.mzXML:9316,8to1.mzXML:9145
2to1.mzXML:9316,4to1.mzXML:9138
2to1.mzXML:9316,1to1.mzXML:8793
4to1.mzXML:9138,2to1.mzXML:9316
1to1.mzXML:8793,2to1.mzXML:9316
1to1.mzXML:10780,2to1.mzXML:14970
1to1.mzXML:10780,4to1.mzXML:14644
2to1.mzXML:14970,1to1.mzXML:10780
4to1.mzXML:14644,1to1.mzXML:10780
2to1.mzXML:8294,1to1.mzXML:7893
8to1.mzXML:8149,4to1.mzXML:8175
1to1.mzXML:7893,2to1.mzXML:8294
1to1.mzXML:7893,4to1.mzXML:8175
4to1.mzXML:8175,8to1.mzXML:8149
4to1.mzXML:8175,1to1.mzXML:7893
8to1.mzXML:6964,16to1.mzXML:6794
4to1.mzXML:6902,16to1.mzXML:6794
16to1.mzXML:6794,8to1.mzXML:6964
16to1.mzXML:6794,4to1.mzXML:6902
2to1.mzXML:13545,8to1.mzXML:13419
8to1.mzXML:13419,2to1.mzXML:13545
4to1.mzXML:7341,8to1.mzXML:7385
8to1.mzXML:7385,4to1.mzXML:7341
16to1.mzXML:15858,4to1.mzXML:13716
4to1.mzXML:13716,16to1.mzXML:15858
4to1.mzXML:13716,2to1.mzXML:14051
4to1.mzXML:13716,8to1.mzXML:13865
2to1.mzXML:14051,4to1.mzXML:13716
8to1.mzXML:13865,4to1.mzXML:13716
16to1.mzXML:3356,4to1.mzXML:3724
4to1.mzXML:3724,16to1.mzXML:3356
4to1.mzXML:12915,8to1.mzXML:13034
8to1.mzXML:13034,4to1.mzXML:12915
8to1.mzXML:3297,8to1.mzXML:3527
16to1.mzXML:2478,8to1.mzXML:3527
8to1.mzXML:2643,4to1.mzXML:2554
8to1.mzXML:2643,8to1.mzXML:3527
4to1.mzXML:2554,8to1.mzXML:2643
8to1.mzXML:3527,8to1.mzXML:3297
8to1.mzXML:3527,16to1.mzXML:2478
8to1.mzXML:3527,8to1.mzXML:3409
8to1.mzXML:3527,8to1.mzXML:2643
8to1.mzXML:3409,8to1.mzXML:3527
8to1.mzXML:2058,16to1.mzXML:1991
8to1.mzXML:2058,4to1.mzXML:2058
16to1.mzXML:1991,8to1.mzXML:2058
4to1.mzXML:2058,8to1.mzXML:2058
16to1.mzXML:13898,1to1.mzXML:11193
1to1.mzXML:11193,16to1.mzXML:13898
1to1.mzXML:11193,2to1.mzXML:11957
1to1.mzXML:11193,8to1.mzXML:12089
2to1.mzXML:11957,1to1.mzXML:11193
8to1.mzXML:12089,1to1.mzXML:11193
1to1.mzXML:5157,2to1.mzXML:5346
1to1.mzXML:5157,4to1.mzXML:5250
2to1.mzXML:5346,1to1.mzXML:5157
4to1.mzXML:5250,1to1.mzXML:5157
2to1.mzXML:6859,1to1.mzXML:6556
1to1.mzXML:6556,2to1.mzXML:6859
16to1.mzXML:4505,4to1.mzXML:4681
16to1.mzXML:4505,1to1.mzXML:4819
1to1.mzXML:4819,16to1.mzXML:4505
4to1.mzXML:4681,16to1.mzXML:4505
2to1.mzXML:4761,16to1.mzXML:4219
16to1.mzXML:4219,2to1.mzXML:4761
1to1.mzXML:6958,2to1.mzXML:7297
2to1.mzXML:7297,1to1.mzXML:6958
1to1.mzXML:10147,1to1.mzXML:10001
1to1.mzXML:10001,1to1.mzXML:10147
4to1.mzXML:9589,16to1.mzXML:9753
16to1.mzXML:9622,8to1.mzXML:9554
16to1.mzXML:9622,16to1.mzXML:9753
8to1.mzXML:9554,16to1.mzXML:9622
16to1.mzXML:9753,4to1.mzXML:9589
16to1.mzXML:9753,16to1.mzXML:9622
1to1.mzXML:1522,2to1.mzXML:1296
8to1.mzXML:27821,2to1.mzXML:1296
1to1.mzXML:610,2to1.mzXML:1296
2to1.mzXML:1296,1to1.mzXML:1522
2to1.mzXML:1296,8to1.mzXML:27821
2to1.mzXML:1296,1to1.mzXML:610
2to1.mzXML:1296,2to1.mzXML:667
2to1.mzXML:667,2to1.mzXML:1296
2to1.mzXML:36,2to1.mzXML:555
2to1.mzXML:36,1to1.mzXML:479
2to1.mzXML:36,1to1.mzXML:181
2to1.mzXML:36,1to1.mzXML:264
2to1.mzXML:36,4to1.mzXML:15
2to1.mzXML:36,2to1.mzXML:763
2to1.mzXML:555,2to1.mzXML:36
1to1.mzXML:479,2to1.mzXML:36
1to1.mzXML:479,2to1.mzXML:469
1to1.mzXML:479,8to1.mzXML:28128
1to1.mzXML:181,2to1.mzXML:36
1to1.mzXML:181,4to1.mzXML:27519
1to1.mzXML:181,1to1.mzXML:333
1to1.mzXML:181,2to1.mzXML:27835
1to1.mzXML:181,4to1.mzXML:27629
1to1.mzXML:181,8to1.mzXML:27225
1to1.mzXML:333,8to1.mzXML:27713
1to1.mzXML:333,8to1.mzXML:27600
1to1.mzXML:333,4to1.mzXML:27397
1to1.mzXML:333,16to1.mzXML:28785
1to1.mzXML:333,1to1.mzXML:181
1to1.mzXML:333,8to1.mzXML:28212
1to1.mzXML:333,16to1.mzXML:28654
1to1.mzXML:333,4to1.mzXML:27266
1to1.mzXML:333,8to1.mzXML:27479
1to1.mzXML:333,2to1.mzXML:27578
1to1.mzXML:264,2to1.mzXML:36
4to1.mzXML:15,2to1.mzXML:36
4to1.mzXML:15,2to1.mzXML:846
4to1.mzXML:15,8to1.mzXML:174
4to1.mzXML:15,8to1.mzXML:27934
2to1.mzXML:763,4to1.mzXML:27844
2to1.mzXML:763,2to1.mzXML:36
2to1.mzXML:469,1to1.mzXML:479
2to1.mzXML:846,4to1.mzXML:15
8to1.mzXML:27934,4to1.mzXML:27961
8to1.mzXML:27934,8to1.mzXML:28035
8to1.mzXML:27934,4to1.mzXML:15
8to1.mzXML:27934,4to1.mzXML:27741
8to1.mzXML:28128,1to1.mzXML:479
8to1.mzXML:28212,1to1.mzXML:333
16to1.mzXML:28654,1to1.mzXML:333
4to1.mzXML:27266,1to1.mzXML:333
8to1.mzXML:27479,1to1.mzXML:333
4to1.mzXML:27741,8to1.mzXML:27934
8to1.mzXML:27225,1to1.mzXML:181
8to1.mzXML:27225,8to1.mzXML:27355
2to1.mzXML:27578,1to1.mzXML:333
4to1.mzXML:27961,8to1.mzXML:27934
8to1.mzXML:28035,8to1.mzXML:27934
8to1.mzXML:27713,1to1.mzXML:333
8to1.mzXML:27600,1to1.mzXML:333
4to1.mzXML:27397,1to1.mzXML:333
16to1.mzXML:28785,1to1.mzXML:333
4to1.mzXML:27519,1to1.mzXML:181
8to1.mzXML:27355,8to1.mzXML:27225
4to1.mzXML:27844,2to1.mzXML:763
2to1.mzXML:27835,1to1.mzXML:181
4to1.mzXML:27629,1to1.mzXML:181
8to1.mzXML:174,4to1.mzXML:15
4to1.mzXML:2756,4to1.mzXML:2667
4to1.mzXML:2756,8to1.mzXML:4009
4to1.mzXML:2756,2to1.mzXML:4355
4to1.mzXML:2667,4to1.mzXML:2756
8to1.mzXML:4009,4to1.mzXML:2756
2to1.mzXML:4355,4to1.mzXML:2756
1to1.mzXML:3915,8to1.mzXML:2412
8to1.mzXML:2412,1to1.mzXML:3915
1to1.mzXML:12359,1to1.mzXML:13930
1to1.mzXML:13930,1to1.mzXML:12359
16to1.mzXML:3498,4to1.mzXML:3818
4to1.mzXML:3818,16to1.mzXML:3498
1to1.mzXML:11634,4to1.mzXML:12117
1to1.mzXML:11634,2to1.mzXML:12431
1to1.mzXML:11634,16to1.mzXML:14111
1to1.mzXML:11634,8to1.mzXML:12239
2to1.mzXML:12431,1to1.mzXML:11634
4to1.mzXML:12117,1to1.mzXML:11634
16to1.mzXML:14111,1to1.mzXML:11634
8to1.mzXML:12239,1to1.mzXML:11634
4to1.mzXML:7041,16to1.mzXML:6944
4to1.mzXML:7041,16to1.mzXML:9426
16to1.mzXML:9426,4to1.mzXML:7041
16to1.mzXML:6944,4to1.mzXML:7041
2to1.mzXML:10712,4to1.mzXML:10429
4to1.mzXML:10429,2to1.mzXML:10712
1to1.mzXML:6232,2to1.mzXML:6457
2to1.mzXML:6457,1to1.mzXML:6232
1to1.mzXML:8929,2to1.mzXML:9453
2to1.mzXML:9453,1to1.mzXML:8929
8to1.mzXML:13564,4to1.mzXML:13440
4to1.mzXML:13440,8to1.mzXML:13564
8to1.mzXML:11159,4to1.mzXML:11075
8to1.mzXML:11159,16to1.mzXML:12713
4to1.mzXML:11075,8to1.mzXML:11159
16to1.mzXML:12713,8to1.mzXML:11159
1to1.mzXML:14271,2to1.mzXML:15291
1to1.mzXML:14271,4to1.mzXML:14925
2to1.mzXML:15291,1to1.mzXML:14271
4to1.mzXML:14925,1to1.mzXML:14271
8to1.mzXML:6173,4to1.mzXML:6119
4to1.mzXML:6119,8to1.mzXML:6173
16to1.mzXML:3593,8to1.mzXML:13302
16to1.mzXML:3593,4to1.mzXML:3907
4to1.mzXML:3907,16to1.mzXML:3593
8to1.mzXML:13302,1to1.mzXML:12652
8to1.mzXML:13302,16to1.mzXML:3593
1to1.mzXML:12652,2to1.mzXML:13574
1to1.mzXML:12652,16to1.mzXML:15038
1to1.mzXML:12652,8to1.mzXML:13302
1to1.mzXML:12652,4to1.mzXML:13277
2to1.mzXML:13574,1to1.mzXML:12652
16to1.mzXML:15038,1to1.mzXML:12652
4to1.mzXML:13277,1to1.mzXML:12652
2to1.mzXML:4111,8to1.mzXML:2723
8to1.mzXML:2723,2to1.mzXML:4111
1to1.mzXML:9651,2to1.mzXML:10251
2to1.mzXML:10251,1to1.mzXML:9651
8to1.mzXML:10907,16to1.mzXML:12008
16to1.mzXML:12008,8to1.mzXML:10907
2to1.mzXML:5204,8to1.mzXML:4950
8to1.mzXML:4950,2to1.mzXML:5204
2to1.mzXML:4577,8to1.mzXML:4238
2to1.mzXML:4577,1to1.mzXML:9315
2to1.mzXML:4577,16to1.mzXML:3919
1to1.mzXML:9315,2to1.mzXML:4577
1to1.mzXML:9315,2to1.mzXML:9878
8to1.mzXML:4238,2to1.mzXML:4577
2to1.mzXML:9878,1to1.mzXML:9315
16to1.mzXML:3919,2to1.mzXML:4577
1to1.mzXML:7262,2to1.mzXML:7628
1to1.mzXML:7262,16to1.mzXML:7784
1to1.mzXML:7262,4to1.mzXML:7767
2to1.mzXML:7628,1to1.mzXML:7262
16to1.mzXML:7784,1to1.mzXML:7262
4to1.mzXML:7767,1to1.mzXML:7262
4to1.mzXML:7767,8to1.mzXML:7801
8to1.mzXML:7801,4to1.mzXML:7767
4to1.mzXML:16696,8to1.mzXML:16936
4to1.mzXML:16696,16to1.mzXML:19021
8to1.mzXML:16936,4to1.mzXML:16696
16to1.mzXML:19021,4to1.mzXML:16696
16to1.mzXML:19163,4to1.mzXML:16827
4to1.mzXML:16827,16to1.mzXML:19163
8to1.mzXML:9694,16to1.mzXML:9880
16to1.mzXML:9880,8to1.mzXML:9694
1to1.mzXML:9053,2to1.mzXML:9594
2to1.mzXML:9594,1to1.mzXML:9053
2to1.mzXML:9594,16to1.mzXML:9136
16to1.mzXML:9136,8to1.mzXML:9397
16to1.mzXML:9136,2to1.mzXML:9594
16to1.mzXML:9136,4to1.mzXML:9285
16to1.mzXML:9136,16to1.mzXML:9264
4to1.mzXML:9285,16to1.mzXML:9136
16to1.mzXML:9264,16to1.mzXML:9136
8to1.mzXML:9397,16to1.mzXML:9136
4to1.mzXML:5766,8to1.mzXML:5799
8to1.mzXML:5799,4to1.mzXML:5766
8to1.mzXML:6841,1to1.mzXML:6734
1to1.mzXML:6734,8to1.mzXML:6841
1to1.mzXML:6734,16to1.mzXML:6644
16to1.mzXML:6644,1to1.mzXML:6734
16to1.mzXML:6238,4to1.mzXML:6328
4to1.mzXML:6328,16to1.mzXML:6238
4to1.mzXML:6328,8to1.mzXML:6383
8to1.mzXML:6383,4to1.mzXML:6328
16to1.mzXML:8239,4to1.mzXML:8409
16to1.mzXML:8239,2to1.mzXML:8554
4to1.mzXML:8409,16to1.mzXML:8239
1to1.mzXML:7934,4to1.mzXML:8213
1to1.mzXML:7934,2to1.mzXML:8390
4to1.mzXML:8213,1to1.mzXML:7934
4to1.mzXML:8213,2to1.mzXML:8554
2to1.mzXML:8390,1to1.mzXML:7934
2to1.mzXML:8554,16to1.mzXML:8239
2to1.mzXML:8554,4to1.mzXML:8213
8to1.mzXML:12768,16to1.mzXML:14667
16to1.mzXML:14667,8to1.mzXML:12768
8to1.mzXML:8302,16to1.mzXML:8106
16to1.mzXML:8106,8to1.mzXML:8302
1to1.mzXML:14516,16to1.mzXML:17418
2to1.mzXML:15556,16to1.mzXML:17418
16to1.mzXML:17556,4to1.mzXML:15196
16to1.mzXML:17556,16to1.mzXML:17418
8to1.mzXML:15398,16to1.mzXML:17418
4to1.mzXML:15196,16to1.mzXML:17556
16to1.mzXML:17418,1to1.mzXML:14516
16to1.mzXML:17418,2to1.mzXML:15556
16to1.mzXML:17418,8to1.mzXML:15398
16to1.mzXML:17418,16to1.mzXML:17556
16to1.mzXML:11878,8to1.mzXML:10768
16to1.mzXML:11878,2to1.mzXML:10893
16to1.mzXML:11878,16to1.mzXML:11755
16to1.mzXML:11878,4to1.mzXML:10737
4to1.mzXML:10737,16to1.mzXML:11878
2to1.mzXML:10893,16to1.mzXML:11878
8to1.mzXML:10768,16to1.mzXML:11878
16to1.mzXML:11755,16to1.mzXML:11878
8to1.mzXML:15257,2to1.mzXML:15423
2to1.mzXML:15423,8to1.mzXML:15257
2to1.mzXML:15423,1to1.mzXML:14395
1to1.mzXML:14395,2to1.mzXML:15423
1to1.mzXML:14395,4to1.mzXML:15059
1to1.mzXML:14395,8to1.mzXML:16657
8to1.mzXML:16657,1to1.mzXML:14395
4to1.mzXML:15059,1to1.mzXML:14395
2to1.mzXML:17881,16to1.mzXML:22820
4to1.mzXML:17401,16to1.mzXML:22820
8to1.mzXML:17657,16to1.mzXML:22820
16to1.mzXML:22820,2to1.mzXML:17881
16to1.mzXML:22820,8to1.mzXML:17657
16to1.mzXML:22820,4to1.mzXML:17401
1to1.mzXML:4930,16to1.mzXML:4872
16to1.mzXML:4872,1to1.mzXML:4930
4to1.mzXML:2146,8to1.mzXML:2168
8to1.mzXML:2168,4to1.mzXML:2146
8to1.mzXML:2168,16to1.mzXML:2086
16to1.mzXML:2086,8to1.mzXML:2168
1to1.mzXML:8646,4to1.mzXML:8971
1to1.mzXML:8646,4to1.mzXML:9107
1to1.mzXML:8646,2to1.mzXML:9135
1to1.mzXML:8646,16to1.mzXML:8868
2to1.mzXML:9135,1to1.mzXML:8646
16to1.mzXML:8868,16to1.mzXML:9000
16to1.mzXML:8868,8to1.mzXML:8987
16to1.mzXML:8868,1to1.mzXML:8646
16to1.mzXML:8868,8to1.mzXML:9126
4to1.mzXML:8971,1to1.mzXML:8646
16to1.mzXML:9000,16to1.mzXML:8868
8to1.mzXML:8987,16to1.mzXML:8868
4to1.mzXML:9107,1to1.mzXML:8646
8to1.mzXML:9126,16to1.mzXML:8868
16to1.mzXML:3683,4to1.mzXML:4011
4to1.mzXML:4011,16to1.mzXML:3683
4to1.mzXML:4011,2to1.mzXML:4423
2to1.mzXML:4423,4to1.mzXML:4011
4to1.mzXML:2494,16to1.mzXML:2406
16to1.mzXML:2406,4to1.mzXML:2494
2to1.mzXML:9737,1to1.mzXML:9187
1to1.mzXML:9187,2to1.mzXML:9737
